id,ad_id,name,category,impressions,clicks,click_rate,,,,,name_id,name,,category_id,category
854235,98987,Online Marketing Group - Ad,Sports,727,0,0,,,,,,,,,
259251,897993,LA Metro Constuction,Television,221,43,0.194570136,,,,,,,,,
396708,511962,Hewlett-Packard Company,Dealership,304,26,0.085526316,,,,,,,,,
544566,207252,Online Marketing Group - Ad,Auto,371,38,0.102425876,,,,,,,,,
323200,636472,American Express,Media,72,17,0.236111111,,,,,,,,,
154509,471925,HBO_,Dealership,313,49,0.156549521,,,,,,,,,
586590,92757,American Express,Dealership,273,31,0.113553114,,,,,,,,,
194181,871936,Ebro Foods,Auto,242,47,0.194214876,,,,,,,,,
643065,116297,Wendy's Restuarant,Children,607,44,0.072487644,,,,,,,,,
413511,678280,Wendy's Restuarant,Books,882,50,0.056689342,,,,,,,,,
610093,791651,Online Marketing Group - Ad,Sports,68,4,0.058823529,,,,,,,,,
540341,571056,HBO_,University,127,49,0.385826772,,,,,,,,,
704296,763497,Heaven Hill Distilleries,Television,63,43,0.682539683,,,,,,,,,
447314,889855,HBO_,Auto,26,46,1.769230769,,,,,,,,,
295954,115602,Online Marketing Group - Ad,Sports,506,49,0.096837945,,,,,,,,,
939335,847698,Online Marketing Group - Ad,Dealership,151,13,0.086092715,,,,,,,,,
114026,919214,LA Metro Constuction,Television,592,0,0,,,,,,,,,
275600,141650,MSNBC,University,678,30,0.044247788,,,,,,,,,
725965,692162,American Express,Sports,266,32,0.120300752,,,,,,,,,
610885,142229,MSNBC,Television,703,50,0.071123755,,,,,,,,,
623654,100127,Ebro Foods,University,98,37,0.37755102,,,,,,,,,
15439,501493,Online Marketing Group - Ad,Online,716,16,0.022346369,,,,,,,,,
319550,199106,HBO_,Auto,38,25,0.657894737,,,,,,,,,
700633,950735,American Express,Books,854,26,0.030444965,,,,,,,,,
961458,695583,Heaven Hill Distilleries,Dealership,17,10,0.588235294,,,,,,,,,
567749,945071,Ebro Foods,Media,861,10,0.011614402,,,,,,,,,
628952,223868,Wendy's Restuarant,Sports,169,7,0.041420118,,,,,,,,,
71974,756178,American Express,University,204,35,0.171568627,,,,,,,,,
868543,308270,illycaffè,Auto,641,5,0.007800312,,,,,,,,,
589512,871719,LA Metro Constuction,Media,521,16,0.030710173,,,,,,,,,
410535,982597,Hewlett-Packard Company,Dealership,700,43,0.061428571,,,,,,,,,
145873,942442,Wendy's Restuarant,University,915,4,0.004371585,,,,,,,,,
637247,719625,illycaffè,Online,815,40,0.049079755,,,,,,,,,
922372,576979,Online Marketing Group - Ad,Books,862,48,0.055684455,,,,,,,,,
255972,749920,Ebro Foods,Media,144,28,0.194444444,,,,,,,,,
98705,131808,Wendy's Restuarant,Stores,556,41,0.073741007,,,,,,,,,
854567,155592,MSNBC,Sports,420,35,0.083333333,,,,,,,,,
601784,172587,LA Metro Constuction,Dealership,265,6,0.022641509,,,,,,,,,
616349,862219,MSNBC,Stores,746,48,0.064343164,,,,,,,,,
474375,314307,Wendy's Restuarant,Sports,269,9,0.033457249,,,,,,,,,
745032,497441,Hewlett-Packard Company,Online,534,41,0.076779026,,,,,,,,,
371419,183088,MSNBC,University,555,12,0.021621622,,,,,,,,,
927537,699850,illycaffè,Television,287,6,0.020905923,,,,,,,,,
21125,448496,Wendy's Restuarant,Books,837,11,0.013142174,,,,,,,,,
445800,995778,Hewlett-Packard Company,Sports,824,36,0.04368932,,,,,,,,,
477672,66146,Hewlett-Packard Company,University,575,1,0.00173913,,,,,,,,,
518251,323627,LA Metro Constuction,Books,788,23,0.029187817,,,,,,,,,
991478,838333,MSNBC,Auto,376,4,0.010638298,,,,,,,,,
143165,615698,illycaffè,University,218,42,0.19266055,,,,,,,,,
721566,564919,American Express,Dealership,704,34,0.048295455,,,,,,,,,
24604,245587,Ebro Foods,Auto,853,0,0,,,,,,,,,
490819,524055,Ebro Foods,Online,126,43,0.341269841,,,,,,,,,
212260,993072,Wendy's Restuarant,Sports,850,28,0.032941176,,,,,,,,,
145226,745595,Wendy's Restuarant,Stores,466,50,0.107296137,,,,,,,,,
820740,824588,MSNBC,Auto,18,45,2.5,,,,,,,,,
809786,662260,Online Marketing Group - Ad,Auto,672,29,0.043154762,,,,,,,,,
989133,704661,MSNBC,Children,229,47,0.205240175,,,,,,,,,
335646,289022,American Express,Stores,99,10,0.101010101,,,,,,,,,
348333,927432,Ebro Foods,Media,4,38,9.5,,,,,,,,,
446522,87997,HBO_,Online,685,13,0.018978102,,,,,,,,,
463370,43140,Heaven Hill Distilleries,Auto,712,49,0.068820225,,,,,,,,,
33182,483033,Heaven Hill Distilleries,University,781,7,0.008962868,,,,,,,,,
238742,783717,Wendy's Restuarant,Sports,280,12,0.042857143,,,,,,,,,
43865,491529,Heaven Hill Distilleries,Books,345,24,0.069565217,,,,,,,,,
75479,308406,American Express,Auto,785,21,0.026751592,,,,,,,,,
203268,180680,Ebro Foods,Children,756,30,0.03968254,,,,,,,,,
338492,104970,Ebro Foods,Children,30,45,1.5,,,,,,,,,
653741,807864,Wendy's Restuarant,Media,818,47,0.057457213,,,,,,,,,
277142,248800,American Express,Sports,758,35,0.046174142,,,,,,,,,
938639,673737,Hewlett-Packard Company,Media,387,34,0.087855297,,,,,,,,,
727002,713165,Wendy's Restuarant,Media,968,5,0.005165289,,,,,,,,,
767003,849087,HBO_,Online,138,48,0.347826087,,,,,,,,,
715597,660808,Wendy's Restuarant,Stores,611,50,0.081833061,,,,,,,,,
142906,339635,Hewlett-Packard Company,Online,701,29,0.041369472,,,,,,,,,
411377,812880,Heaven Hill Distilleries,Online,571,29,0.050788091,,,,,,,,,
773105,645719,Wendy's Restuarant,Auto,367,27,0.073569482,,,,,,,,,
226221,364431,Online Marketing Group - Ad,Sports,262,22,0.083969466,,,,,,,,,
530752,237397,Wendy's Restuarant,Sports,396,43,0.108585859,,,,,,,,,
618637,933816,HBO_,Sports,204,34,0.166666667,,,,,,,,,
281102,403320,Wendy's Restuarant,Sports,64,6,0.09375,,,,,,,,,
799020,438687,LA Metro Constuction,Online,721,10,0.013869626,,,,,,,,,
742414,989328,Ebro Foods,Television,760,37,0.048684211,,,,,,,,,
867220,915390,Heaven Hill Distilleries,Books,484,47,0.097107438,,,,,,,,,
815952,137843,HBO_,Dealership,684,30,0.043859649,,,,,,,,,
853081,978728,MSNBC,Auto,866,37,0.042725173,,,,,,,,,
119693,591634,HBO_,University,741,34,0.045883941,,,,,,,,,
979225,483910,Heaven Hill Distilleries,Dealership,742,17,0.022911051,,,,,,,,,
244503,236096,HBO_,Dealership,731,38,0.051983584,,,,,,,,,
229559,982852,Heaven Hill Distilleries,Stores,560,48,0.085714286,,,,,,,,,
348113,80399,Wendy's Restuarant,Dealership,498,14,0.02811245,,,,,,,,,
954567,205541,LA Metro Constuction,Sports,779,35,0.044929397,,,,,,,,,
33452,464739,Ebro Foods,Media,724,43,0.059392265,,,,,,,,,
724668,329664,illycaffè,Auto,48,16,0.333333333,,,,,,,,,
239791,289127,Wendy's Restuarant,Dealership,113,32,0.283185841,,,,,,,,,
653888,459401,illycaffè,Sports,371,41,0.110512129,,,,,,,,,
119467,911675,Hewlett-Packard Company,Auto,523,39,0.07456979,,,,,,,,,
862297,379666,American Express,Television,637,36,0.056514914,,,,,,,,,
748043,810667,LA Metro Constuction,Television,810,10,0.012345679,,,,,,,,,
876529,306144,American Express,Sports,193,9,0.046632124,,,,,,,,,
791192,695056,illycaffè,Dealership,303,49,0.161716172,,,,,,,,,
374468,629291,MSNBC,Stores,140,2,0.014285714,,,,,,,,,
326544,804185,Ebro Foods,Children,585,50,0.085470085,,,,,,,,,
206125,806372,Online Marketing Group - Ad,Media,137,19,0.138686131,,,,,,,,,
649978,123869,American Express,University,946,37,0.039112051,,,,,,,,,
301091,185805,Ebro Foods,Books,969,22,0.022703818,,,,,,,,,
332386,825926,LA Metro Constuction,Children,966,45,0.046583851,,,,,,,,,
784959,875557,MSNBC,Dealership,290,36,0.124137931,,,,,,,,,
325488,138726,LA Metro Constuction,University,59,24,0.406779661,,,,,,,,,
715182,250226,HBO_,Stores,731,17,0.023255814,,,,,,,,,
111702,213006,illycaffè,Television,917,3,0.003271538,,,,,,,,,
870596,204185,Wendy's Restuarant,Online,838,20,0.023866348,,,,,,,,,
551365,946764,illycaffè,Children,587,8,0.01362862,,,,,,,,,
807628,535792,MSNBC,University,456,46,0.100877193,,,,,,,,,
174000,324883,LA Metro Constuction,Media,702,9,0.012820513,,,,,,,,,
695632,180453,illycaffè,Books,562,6,0.010676157,,,,,,,,,
654062,521114,Heaven Hill Distilleries,Television,489,45,0.09202454,,,,,,,,,
349832,776162,illycaffè,Online,773,40,0.051746442,,,,,,,,,
787548,103942,LA Metro Constuction,Stores,33,44,1.333333333,,,,,,,,,
296122,166148,MSNBC,Media,189,12,0.063492063,,,,,,,,,
733152,6018,Heaven Hill Distilleries,Auto,86,12,0.139534884,,,,,,,,,
101235,630709,Heaven Hill Distilleries,Stores,236,24,0.101694915,,,,,,,,,
577369,12650,illycaffè,Books,863,6,0.006952491,,,,,,,,,
795670,605439,HBO_,University,9,34,3.777777778,,,,,,,,,
231738,114769,Online Marketing Group - Ad,Sports,946,20,0.021141649,,,,,,,,,
773238,861349,HBO_,Dealership,242,15,0.061983471,,,,,,,,,
228918,881435,Ebro Foods,Online,282,8,0.028368794,,,,,,,,,
347875,992819,illycaffè,Books,392,30,0.076530612,,,,,,,,,
767290,804975,Ebro Foods,Stores,311,14,0.045016077,,,,,,,,,
568863,803240,illycaffè,Television,117,14,0.11965812,,,,,,,,,
868091,126740,American Express,Dealership,489,35,0.071574642,,,,,,,,,
925920,365443,HBO_,Dealership,803,27,0.03362391,,,,,,,,,
758886,826514,Wendy's Restuarant,Media,315,1,0.003174603,,,,,,,,,
301020,905292,LA Metro Constuction,Books,231,6,0.025974026,,,,,,,,,
895944,848587,MSNBC,Auto,440,30,0.068181818,,,,,,,,,
337490,444142,illycaffè,Auto,263,50,0.190114068,,,,,,,,,
155669,697347,Hewlett-Packard Company,Auto,444,7,0.015765766,,,,,,,,,
217972,469254,American Express,Books,152,40,0.263157895,,,,,,,,,
642857,690148,LA Metro Constuction,University,983,22,0.022380468,,,,,,,,,
827167,975226,Hewlett-Packard Company,Sports,91,49,0.538461538,,,,,,,,,
772473,908641,Online Marketing Group - Ad,University,196,49,0.25,,,,,,,,,
425716,641960,illycaffè,Media,895,1,0.001117318,,,,,,,,,
698991,969275,illycaffè,Auto,404,34,0.084158416,,,,,,,,,
180472,408233,Hewlett-Packard Company,University,561,17,0.03030303,,,,,,,,,
616074,235001,Wendy's Restuarant,Media,211,17,0.08056872,,,,,,,,,
726311,891367,Hewlett-Packard Company,Books,675,23,0.034074074,,,,,,,,,
248969,570707,MSNBC,Online,564,28,0.04964539,,,,,,,,,
406261,893342,HBO_,Media,747,42,0.0562249,,,,,,,,,
507224,727437,Online Marketing Group - Ad,University,152,15,0.098684211,,,,,,,,,
423900,154096,Online Marketing Group - Ad,Books,213,23,0.107981221,,,,,,,,,
285376,84174,illycaffè,University,2,48,24,,,,,,,,,
321976,591115,Wendy's Restuarant,Children,614,24,0.039087948,,,,,,,,,
601224,204136,Heaven Hill Distilleries,Sports,485,16,0.032989691,,,,,,,,,
429587,607745,LA Metro Constuction,Television,558,27,0.048387097,,,,,,,,,
653506,621518,Heaven Hill Distilleries,Dealership,97,42,0.432989691,,,,,,,,,
256745,81362,American Express,Television,721,32,0.044382802,,,,,,,,,
410427,143323,LA Metro Constuction,Media,606,45,0.074257426,,,,,,,,,
825161,791638,Heaven Hill Distilleries,Media,266,34,0.127819549,,,,,,,,,
704217,6106,Ebro Foods,Dealership,919,49,0.053318825,,,,,,,,,
269605,195834,Hewlett-Packard Company,Auto,482,47,0.097510373,,,,,,,,,
495409,508656,LA Metro Constuction,Online,221,24,0.108597285,,,,,,,,,
187159,131056,Wendy's Restuarant,Children,583,13,0.022298456,,,,,,,,,
7826,875989,MSNBC,Stores,635,16,0.02519685,,,,,,,,,
721208,379031,Hewlett-Packard Company,Auto,26,18,0.692307692,,,,,,,,,
745452,35952,Hewlett-Packard Company,Television,889,40,0.044994376,,,,,,,,,
554937,396585,HBO_,University,308,50,0.162337662,,,,,,,,,
64386,461364,American Express,Sports,867,22,0.025374856,,,,,,,,,
185604,42475,Heaven Hill Distilleries,Books,437,11,0.025171625,,,,,,,,,
745583,148069,Wendy's Restuarant,Television,192,2,0.010416667,,,,,,,,,
404686,306867,Wendy's Restuarant,Sports,932,48,0.051502146,,,,,,,,,
554631,995305,Heaven Hill Distilleries,Media,549,11,0.02003643,,,,,,,,,
393366,860736,MSNBC,Online,265,46,0.173584906,,,,,,,,,
570850,362017,Online Marketing Group - Ad,Sports,325,5,0.015384615,,,,,,,,,
776800,177176,Hewlett-Packard Company,Children,286,24,0.083916084,,,,,,,,,
678947,722307,American Express,Online,340,23,0.067647059,,,,,,,,,
849966,926560,Online Marketing Group - Ad,Books,447,35,0.078299776,,,,,,,,,
335402,204014,illycaffè,University,677,8,0.011816839,,,,,,,,,
925059,793276,Hewlett-Packard Company,Children,390,40,0.102564103,,,,,,,,,
546492,257516,MSNBC,Books,480,12,0.025,,,,,,,,,
320533,751346,HBO_,Sports,667,20,0.029985007,,,,,,,,,
719086,411723,illycaffè,Auto,335,43,0.128358209,,,,,,,,,
192411,821927,MSNBC,Sports,24,21,0.875,,,,,,,,,
42214,94785,Wendy's Restuarant,Children,758,30,0.039577836,,,,,,,,,
89617,475137,MSNBC,Media,485,31,0.063917526,,,,,,,,,
32962,292820,illycaffè,Stores,910,18,0.01978022,,,,,,,,,
524440,346378,MSNBC,Stores,554,33,0.059566787,,,,,,,,,
223624,602711,Hewlett-Packard Company,Children,479,2,0.004175365,,,,,,,,,
420363,534977,Wendy's Restuarant,Television,590,41,0.069491525,,,,,,,,,
183849,996858,Wendy's Restuarant,Television,898,10,0.011135857,,,,,,,,,
761032,295446,Heaven Hill Distilleries,Television,256,13,0.05078125,,,,,,,,,
141877,951116,LA Metro Constuction,Auto,623,44,0.070626003,,,,,,,,,
174626,419927,Heaven Hill Distilleries,Stores,80,12,0.15,,,,,,,,,
988531,540562,HBO_,Books,516,29,0.05620155,,,,,,,,,
862664,387753,illycaffè,Dealership,599,5,0.008347245,,,,,,,,,
204477,899115,Ebro Foods,Online,808,43,0.053217822,,,,,,,,,
714372,634278,Hewlett-Packard Company,University,395,20,0.050632911,,,,,,,,,
752214,995894,Online Marketing Group - Ad,Media,396,5,0.012626263,,,,,,,,,
456900,819458,MSNBC,Children,135,18,0.133333333,,,,,,,,,
709031,142710,Wendy's Restuarant,Books,128,22,0.171875,,,,,,,,,
627132,172748,Ebro Foods,Dealership,577,47,0.081455806,,,,,,,,,
33377,152315,Heaven Hill Distilleries,Online,574,9,0.015679443,,,,,,,,,
894891,612475,Wendy's Restuarant,Stores,98,30,0.306122449,,,,,,,,,
604564,167861,illycaffè,Auto,439,40,0.091116173,,,,,,,,,
661531,987873,Ebro Foods,Stores,808,7,0.008663366,,,,,,,,,
247780,888594,Heaven Hill Distilleries,Online,79,45,0.569620253,,,,,,,,,
265111,318624,Hewlett-Packard Company,Media,748,44,0.058823529,,,,,,,,,
738597,986095,American Express,Stores,200,28,0.14,,,,,,,,,
503874,339507,Ebro Foods,Media,483,17,0.035196687,,,,,,,,,
751360,217076,HBO_,Television,450,48,0.106666667,,,,,,,,,
727513,755771,HBO_,Online,208,25,0.120192308,,,,,,,,,
225610,251391,illycaffè,University,106,19,0.179245283,,,,,,,,,
473610,385169,American Express,Stores,586,16,0.027303754,,,,,,,,,
908702,27283,Heaven Hill Distilleries,Sports,796,48,0.060301508,,,,,,,,,
911611,573733,LA Metro Constuction,Online,30,34,1.133333333,,,,,,,,,
261818,555711,MSNBC,Sports,267,9,0.033707865,,,,,,,,,
81087,397215,Heaven Hill Distilleries,Auto,645,38,0.058914729,,,,,,,,,
797430,309834,Ebro Foods,Auto,337,2,0.005934718,,,,,,,,,
407480,117534,Online Marketing Group - Ad,Children,314,50,0.159235669,,,,,,,,,
359215,576226,LA Metro Constuction,University,387,39,0.100775194,,,,,,,,,
30296,723229,Wendy's Restuarant,Media,989,8,0.008088979,,,,,,,,,
835425,589528,American Express,Dealership,533,22,0.041275797,,,,,,,,,
673445,207439,Hewlett-Packard Company,Media,667,13,0.019490255,,,,,,,,,
570559,539720,MSNBC,Media,987,17,0.017223911,,,,,,,,,
105289,599816,Heaven Hill Distilleries,Sports,250,22,0.088,,,,,,,,,
823104,83008,MSNBC,Stores,514,3,0.005836576,,,,,,,,,
527550,136254,HBO_,Online,45,2,0.044444444,,,,,,,,,
482079,207461,Online Marketing Group - Ad,Dealership,621,25,0.040257649,,,,,,,,,
338609,189622,Wendy's Restuarant,Media,621,27,0.043478261,,,,,,,,,
330991,462339,American Express,Children,70,49,0.7,,,,,,,,,
870494,224472,Online Marketing Group - Ad,Media,599,4,0.006677796,,,,,,,,,
289328,42014,illycaffè,Books,964,19,0.019709544,,,,,,,,,
382876,205577,Wendy's Restuarant,Books,311,46,0.147909968,,,,,,,,,
971620,645889,Online Marketing Group - Ad,Sports,513,30,0.058479532,,,,,,,,,
216283,46119,LA Metro Constuction,Online,785,23,0.029299363,,,,,,,,,
246975,804018,American Express,University,895,44,0.049162011,,,,,,,,,
939963,652216,Ebro Foods,Media,966,6,0.00621118,,,,,,,,,
179542,298016,LA Metro Constuction,Media,237,47,0.198312236,,,,,,,,,
204981,120803,HBO_,Sports,954,23,0.024109015,,,,,,,,,
96114,320612,American Express,Television,341,2,0.005865103,,,,,,,,,
500624,966294,American Express,University,225,41,0.182222222,,,,,,,,,
304385,444458,MSNBC,Children,267,12,0.04494382,,,,,,,,,
581368,618732,Heaven Hill Distilleries,Auto,386,45,0.116580311,,,,,,,,,
782907,462179,LA Metro Constuction,Books,132,4,0.03030303,,,,,,,,,
322896,124249,illycaffè,Dealership,328,13,0.039634146,,,,,,,,,
194175,590157,Wendy's Restuarant,Online,20,44,2.2,,,,,,,,,
850244,603712,MSNBC,Dealership,455,40,0.087912088,,,,,,,,,
335649,279122,Hewlett-Packard Company,Media,739,20,0.027063599,,,,,,,,,
452711,653533,Wendy's Restuarant,Television,24,14,0.583333333,,,,,,,,,
304497,333611,Heaven Hill Distilleries,Stores,703,39,0.055476529,,,,,,,,,
540426,534695,Wendy's Restuarant,Books,80,32,0.4,,,,,,,,,
581223,105846,Wendy's Restuarant,Sports,713,7,0.009817672,,,,,,,,,
110480,746584,Hewlett-Packard Company,Auto,293,13,0.044368601,,,,,,,,,
681599,414383,LA Metro Constuction,Sports,509,35,0.068762279,,,,,,,,,
964780,637964,LA Metro Constuction,Television,859,12,0.013969732,,,,,,,,,
294196,507226,MSNBC,Sports,284,2,0.007042254,,,,,,,,,
988872,803843,Heaven Hill Distilleries,Media,674,34,0.050445104,,,,,,,,,
577395,258758,illycaffè,Sports,416,43,0.103365385,,,,,,,,,
888235,747798,Hewlett-Packard Company,Children,778,24,0.030848329,,,,,,,,,
297717,267475,Hewlett-Packard Company,Children,48,18,0.375,,,,,,,,,
122236,718918,illycaffè,Television,381,27,0.070866142,,,,,,,,,
212321,471296,HBO_,Media,531,39,0.073446328,,,,,,,,,
57062,235389,illycaffè,Children,686,4,0.005830904,,,,,,,,,
155126,938460,LA Metro Constuction,Sports,14,47,3.357142857,,,,,,,,,
786338,489260,MSNBC,Stores,772,50,0.064766839,,,,,,,,,
412829,81604,Online Marketing Group - Ad,Dealership,397,14,0.035264484,,,,,,,,,
110497,604307,HBO_,University,36,11,0.305555556,,,,,,,,,
688351,875005,Wendy's Restuarant,Books,88,13,0.147727273,,,,,,,,,
790434,230954,HBO_,Stores,954,29,0.030398323,,,,,,,,,
364042,904275,Online Marketing Group - Ad,Media,681,33,0.04845815,,,,,,,,,
834147,215819,MSNBC,University,540,37,0.068518519,,,,,,,,,
47918,916343,HBO_,Auto,455,50,0.10989011,,,,,,,,,
318333,968015,MSNBC,Television,929,8,0.00861141,,,,,,,,,
990619,537329,LA Metro Constuction,Books,98,47,0.479591837,,,,,,,,,
29888,620512,Ebro Foods,University,956,48,0.050209205,,,,,,,,,
457952,502334,illycaffè,Sports,509,27,0.053045187,,,,,,,,,
228718,444697,Ebro Foods,Books,262,26,0.099236641,,,,,,,,,
723725,192738,MSNBC,University,423,23,0.054373522,,,,,,,,,
860647,23567,Ebro Foods,Media,113,10,0.088495575,,,,,,,,,
554141,944353,Wendy's Restuarant,University,757,38,0.050198151,,,,,,,,,
202941,829242,Ebro Foods,Dealership,754,17,0.022546419,,,,,,,,,
493278,862933,American Express,University,319,49,0.153605016,,,,,,,,,
233289,886586,Heaven Hill Distilleries,Online,884,19,0.021493213,,,,,,,,,
995528,372609,American Express,Television,512,37,0.072265625,,,,,,,,,
56980,474203,Online Marketing Group - Ad,Auto,86,42,0.488372093,,,,,,,,,
437248,298645,Ebro Foods,Online,637,42,0.065934066,,,,,,,,,
500216,398441,Heaven Hill Distilleries,Sports,178,39,0.219101124,,,,,,,,,
1421,701759,American Express,Dealership,357,29,0.081232493,,,,,,,,,
359465,795786,American Express,Children,161,7,0.043478261,,,,,,,,,
370314,96910,illycaffè,Online,863,9,0.010428737,,,,,,,,,
199190,693632,Online Marketing Group - Ad,University,106,44,0.41509434,,,,,,,,,
891998,142917,HBO_,Books,327,18,0.055045872,,,,,,,,,
873028,461990,American Express,Dealership,86,17,0.197674419,,,,,,,,,
792210,200626,LA Metro Constuction,Sports,645,30,0.046511628,,,,,,,,,
731293,8253,HBO_,Books,97,18,0.18556701,,,,,,,,,
960741,392480,Online Marketing Group - Ad,Books,43,28,0.651162791,,,,,,,,,
54039,671270,Ebro Foods,University,494,25,0.050607287,,,,,,,,,
257307,767701,Hewlett-Packard Company,University,733,10,0.013642565,,,,,,,,,
405809,507195,Wendy's Restuarant,Television,252,23,0.091269841,,,,,,,,,
695353,518552,illycaffè,Children,112,42,0.375,,,,,,,,,
473392,428365,illycaffè,Children,995,41,0.04120603,,,,,,,,,
39845,828948,Ebro Foods,Stores,487,9,0.018480493,,,,,,,,,
399563,717182,MSNBC,Media,685,21,0.030656934,,,,,,,,,
283469,641179,MSNBC,Online,460,14,0.030434783,,,,,,,,,
838600,354756,Online Marketing Group - Ad,Stores,973,42,0.043165468,,,,,,,,,
72773,590334,Hewlett-Packard Company,Stores,562,45,0.080071174,,,,,,,,,
346901,93606,Wendy's Restuarant,Sports,792,8,0.01010101,,,,,,,,,
299343,717341,MSNBC,Online,804,43,0.053482587,,,,,,,,,
552233,230376,Heaven Hill Distilleries,Online,335,6,0.017910448,,,,,,,,,
161851,560114,MSNBC,Television,142,13,0.091549296,,,,,,,,,
348421,285214,Heaven Hill Distilleries,Stores,59,31,0.525423729,,,,,,,,,
669806,88153,Ebro Foods,Sports,507,31,0.061143984,,,,,,,,,
341929,901400,American Express,Books,546,31,0.056776557,,,,,,,,,
904549,859295,Hewlett-Packard Company,Children,798,0,0,,,,,,,,,
328533,369328,Online Marketing Group - Ad,Stores,118,5,0.042372881,,,,,,,,,
946772,138951,Hewlett-Packard Company,Online,475,49,0.103157895,,,,,,,,,
181111,241010,illycaffè,Children,538,33,0.06133829,,,,,,,,,
816807,863159,Heaven Hill Distilleries,Online,987,0,0,,,,,,,,,
701423,18366,LA Metro Constuction,Television,698,14,0.020057307,,,,,,,,,
835962,342801,Hewlett-Packard Company,Books,827,8,0.009673519,,,,,,,,,
97802,484236,HBO_,Media,187,42,0.22459893,,,,,,,,,
965725,700683,MSNBC,Media,375,1,0.002666667,,,,,,,,,
682626,60389,Wendy's Restuarant,University,222,47,0.211711712,,,,,,,,,
203555,645492,MSNBC,Dealership,634,4,0.006309148,,,,,,,,,
956858,450755,LA Metro Constuction,Online,157,39,0.248407643,,,,,,,,,
440299,415587,Ebro Foods,Dealership,699,16,0.022889843,,,,,,,,,
